,floyd_stance,floyd_followup,username,date,text,hash
26112,0,0,MarathonPetroCo,5/15/20,"Our #Nasville, #Tennessee Asphalt Terminal looking mighty fine on a beautiful evening in the #MusicCity. 
⬇️
Big #ThankYou to our people here for working harder than ever today to #InspireTomorrow, you make us #ProudToBeMPC 👏🏻👏🏾👏🏿 https://t.co/ZmDwIYCS6e",h11693882019819026736
26113,0,0,MarathonPetroCo,5/15/20,"It’s not too late to enter —&gt;We’re accepting submissions through Wednesday, May 20, 2020. 
•
It could win you and your family a prize from our Team @MarathonPipeLine LLC.
• 
Know what’s below. CALL *811 before you dig!
•
#MarathonPipeLine 🇺🇸 #Call811
#SafeDigging #ProudToBeMPC https://t.co/B3ORGchm14",h3832235777110325849
26114,0,0,MarathonPetroCo,5/16/20,"To all #2020Graduates, 

While you weren’t able to take that ceremonial walk across the stage this spring, don’t ever think you accomplished anything less. You did it, and we’re ALL rooting for you. 

CONGRATS 🎓 #InspireTomorrow https://t.co/qARduCNxNM",h8253843244524038696
26115,0,0,MarathonPetroCo,5/16/20,Friday Night Lights 🇺🇸 https://t.co/IKOUIRkA8a,h15968041131850261582
26116,0,0,MarathonPetroCo,5/18/20,"The #MorningDew from our refinery in Robinson, Illinois.

Have a great #Monday, everyone!

#ProudToBeMPC #MondayMotivation #InspireTomorrow https://t.co/Wuy4cTiRus",h6148098170227519679
26117,0,0,MarathonPetroCo,5/19/20,"From day one, our interns are assigned tasks that have an impact on our business. 

Congrats to, Jacob Krantweiss, a student #PennState, on a successful spring semester at our Catlettsburg, KY, refinery. 

#ProudToBeMPC #InspireTomorrow #Internships #OneMPC https://t.co/CIctJcCve4",h17630252530933280309
26118,0,0,MarathonPetroCo,5/19/20,We’re #AllInThisTogether 💪🏾 https://t.co/wNrzHcK0eG,h7370481542394116891
26119,0,0,MarathonPetroCo,5/20/20,"Working today to #InspireTomorrow. 

#ProudToBeMPC

#InThisTogether https://t.co/IfvI3ayE9e",h15849130362229019247
26120,0,0,MarathonPetroCo,5/20/20,@MarySim98679234 Just happy to do our part. We really loved the messages. Thank you so much for sharing!,h7417996465879553499
26121,0,0,MarathonPetroCo,5/21/20,"The fields around are refinery in Garyville, Louisiana, are pretty beautiful this time of year, #Spring. 

#ProudToBeMPC #LouisianaStrong #InThisTogether https://t.co/vhVQAbMkQA",h14958703228082702014
26122,0,0,MarathonPetroCo,5/21/20,"Our roots in #SouthwestDetroit are strong, and we remain committed to the #MotorCity and its people.

Thanks to #TogetherDetroit &amp; the @DetroitRedWings for bringing us together to help those in need, when the need is greater than ever #InThisTogether!

https://t.co/vbl7EFz9ki",h14405810108948463345
26123,0,0,MarathonPetroCo,5/22/20,"Thank you to the @USCG for recognizing MPC's efforts to protect the marine environment.

Protecting our people and the world we all share has been and remains a priority to #MPC.

#ProudToBeMPC #MarathonPetroleum #InThisTogether 

https://t.co/MoGRxromMq",h14337476209689514966
26124,0,0,MarathonPetroCo,5/22/20,"One of our favorite sponsorships yet. 

We're sponsoring the LIVE #BirdCam at the San Francisco Bay Center. 

https://t.co/cxiZRteJC7",h13913627720223243500
26125,0,0,MarathonPetroCo,5/22/20,"National #MaritimeDay is a time-honored tradition that recognizes one of our country’s most important industries.

#MPC salutes its marine employees and the important job they do for our company and our nation!

#ProudToBeMPC #EssentialWorkers #InThisTogether https://t.co/YKHcyOvNoA",h9813130298267464684
26126,0,0,MarathonPetroCo,5/25/20,"Honor and Remember.

Today we honor the brave men and women who died while serving in the U.S. military.
 
#MemorialDay 🇺🇸 https://t.co/8G3pfNerI3",h12369505825285446788
26127,0,0,MarathonPetroCo,5/26/20,"Our refinery in beautiful Kenai, #Alaska! 

#ProudToBeMPC #AlaskaStrong https://t.co/5ItNYwOPxl",h3395583332552425181
26128,0,0,MarathonPetroCo,5/26/20,"Our co-ops certainly make us #ProudToBeMPC!

Visit our #LinkedIn page here: https://t.co/mCfmaUVBvZ
to learn about more stories like, Mikayla Lewis, a Mechanical Engineering Student at North Carolina A&amp;T.  

#WomenInEngineering #ProudToBeMPC #AggiePride https://t.co/FjTNEuotir",h17546323069380082548
26129,0,0,MarathonPetroCo,5/26/20,"Our military veteran employees truly #InspireTomorrow!

LaNell Lock Lamkin, one of our operators at our LA Refinery, recently shared his story with @OfficialWSPA (Western States Petroleum Association).

@USMC #ProudToBeMPC 

https://t.co/GIjLkn3qRj",h3653870705903357988
26130,0,0,MarathonPetroCo,5/26/20,"Our very own, Shawn Lyon, President, #MarathonPipeLine LLC, was featured in @NAOGP1's recent article titled:

""Piplelines and the Pandemic - How the Industry Has Responded to the Coronavirus.""

View full story here ⬇️
https://t.co/1LImUVI73r

#EarningYourTrust #ProudToBeMPC https://t.co/rnmEoFjmPJ",h7977211151735645272
26131,0,0,MarathonPetroCo,5/27/20,"Hard to mistake which city this #MarathonPetroleum terminal calls home. The AT&amp;T Building, also known as the #BatmanBuilding in beautiful #Nashville, #Tennessee is a sure sign.

We're proud to keep the #MusicCity &amp; #VolunteerState moving.

#ProudToBeMPC #BatSignal #InThisTogether https://t.co/DwyoSOM6Fu",h1178219435146463355
26132,0,0,MarathonPetroCo,5/28/20,"Our #SanAntonio Team is proud to support such an incredible and important program. 

We're truly #AllInThisTogether! @_MealsOnWheels 
@mowsatx 

#ProudToBeMPC https://t.co/WvvKj5IELV",h6284813923419922417
26133,0,0,MarathonPetroCo,5/28/20,"Together, we can #InspireTomorrow. https://t.co/xEjwX3gzxW",h1074453126781836588
26134,0,0,MarathonPetroCo,5/29/20,"#TheMoreYouKnow

Target Oscar: The Secret Life of Tank 733

A chance meeting in a Bismarck, ND, restaurant brought together 2 #AirForce veterans who, as they soon would discover, had a story to share about MPC's Mandan refinery.

@usairforce

https://t.co/53diGOzZlK",h8420856588647541178
26135,0,0,MarathonPetroCo,6/5/20,"Safe travels this weekend. We’ll be just about anywhere if you need us.

#WeekendVibes #ProudToBeMPC https://t.co/c3K5wuLpwn",h16779889375245215096
26136,0,0,MarathonPetroCo,6/8/20,"What makes us #ProudToBeMPC? 

We set high expectations for ourselves and build trust in each other, with business partners, shareholders and the communities where we work and live.

We say what we’re going to do – and then do it.

#InspireTomorrow https://t.co/cYKhS8uJuR",h1344250143629654451
26137,0,0,MarathonPetroCo,6/9/20,"A morning on the Bay.

Located off the entrance to the Houston Ship Channel, our Galveston Bay Refinery in Texas City, Texas, plays an integral role in keeping America &amp; the World moving.

#ProudToBeMPC https://t.co/d7XpNcTYbh",h11864917303762232564
26138,0,0,MarathonPetroCo,6/10/20,"MPC is proud to once again sponsor the @usvetsLB ""Storm The Beach 5K/10K"" supporting hundreds of veterans.

Due to COVID-19, and in an effort to ensure the safety of our employees and community this year's ""race"" will be a virtual event.

FOR MORE, VISIT: https://t.co/xv2Mz1MwrS https://t.co/CWqU6qjCE2",h15668791149975218363
26139,0,0,MarathonPetroCo,6/10/20,"This month, we celebrate #PRIDE and #LGBTQ+ equality with our employees and our communities from coast-to-coast.

#MPCPRIDE #ProudToBeAnInclusiveCompany #InThisTogether 🏳️‍🌈 https://t.co/R2eDd4cLFy",h10826475146723328910
26140,0,0,MarathonPetroCo,6/11/20,"Our Team in Los Angeles really enjoys this program and partnership @BanningHSPilots @LAUSDLDSouth @LASchools 💯

#InThisTogether #MPCGives #ProudToBeMPC https://t.co/o96SZU6iDd",h8684103880693236525
26141,0,0,MarathonPetroCo,6/12/20,"Our “drive” is worth it— to keep #America moving 💯!

#MarathonPetroleum https://t.co/mGk1zQysNL",h6065253504095084652
26142,0,0,MarvinREllison,5/4/20,It’s an honor to make another $80 million investment in our outstanding Hourly Associates! https://t.co/PYhDS1EukO,h6466326794862173852
26143,0,0,MarvinREllison,5/6/20,To celebrate #mothersday we are partnering with Uber to deliver $1 million worth of flowers to Moms living in Senior Housing. A small gesture to make these difficult days better. https://t.co/6DxeeQEfrh,h12238575343993939655
26144,0,0,MarvinREllison,5/24/20,At Lowe’s we are proud to recognize our Veterans this Memorial Day Weekend for their service to our country! https://t.co/jL8BbBpvvh,h14184933801976883326
26145,0,0,MarvinREllison,5/25/20,"At Lowe’s on Memorial Day, we remember all the fallen heroes who gave the ultimate sacrifice to our country. https://t.co/RYLj42QilY",h9421950010945349380
26146,1,0,MarvinREllison,5/31/20,"My wife &amp; I feel tremendous sadness as our hearts &amp; prayers are with the families of George Floyd, Ahmaud Arbery, Breonna Taylor &amp; all communities ripped apart by violence. As the father of a young black male, I can only imagine their pain &amp; emptiness. Sharing my company message: https://t.co/JTQaLUAC9W",h15325475529782404778
26147,0,0,McKesson,5/5/20,Watch @Pharmacy_Times TV with Nancy Lyons on how to bring #covidtesting to your pharmacy. Our pharmacy experts are here to help #flattenthecurve: https://t.co/l1toDHowYz,h529026859913647171
26148,0,0,McKesson,5/6/20,"Day in and day out, #TeamMcKesson is here to help. For over 185 years, we’ve seen healthcare through some trying times. Lean on us for the strength, stability and partnership to see you through this one. https://t.co/4unKhiaesK",h10116811264237503015
26149,0,0,McKesson,5/6/20,"In honor of #NationalNursesWeek, we are proud to thank Crystal Losoya, ASN, RN, and the 2500+ nurses who are part of #TeamMcKesson.  As Crystal shares, “Helping to make people well is what always inspires me.” Thank you to nurses everywhere for inspiring us. #McKessonHeroes https://t.co/3jMfGC4sAL",h2502397631658466478
26150,0,0,McKesson,5/8/20,"At McKesson, we are proud to recognize nurses everywhere for all they do to take care of those in need, including the 2500+ nurses who are part of the #TeamMcKesson family. #NationalNursesWeek https://t.co/2VGCQe579B",h4070201566076939039
26151,0,0,McKesson,5/11/20,"Now more than ever, hospitals &amp; health systems need partners that bring value to what matters – taking care of patients. This #NationalHospitalWeek, we want to say thank you, and show that McKesson Health Systems is here to support you. #ThankYou https://t.co/IjlZ7hCjF9 https://t.co/9dZxPGrHMP",h561080951256836867
26152,0,0,McKesson,5/12/20,"In these unprecedented times, it is important to remember that you are not fighting this alone. Now and always, McKesson Health Systems is here supporting you. #ThankYou #NationalHospitalWeek #McKessonHeroes https://t.co/owPZWoNS5w https://t.co/iKnNyJmojz",h16856370432208596660
26153,0,0,McKesson,5/13/20,"During times of uncertainty, it is even more important to come together. As we say thank you this #NationalHospitalWeek, we also want to remind you that McKesson Health Systems is here, partnering with you to make a difference. #ThankYou #McKessonHeroes https://t.co/FBCQpegP6Z https://t.co/kmn209up0u",h11086344793984880875
26154,0,0,McKesson,5/14/20,"With new needs arising every day, we are here to support our hospitals during #NationalHospitalWeek and always. In 15 states across the nation, that means shipping critical supplies to help 45 mobile hospitals provide care for patients with COVID-19. https://t.co/jFXsZ620AT",h6059720291650457953
26155,0,0,McKesson,5/14/20,"This #NationalHospitalWeek, we want to say thank you. You are heroes to your patients, and McKesson Health Systems is here to partner with you. Together, we will fight this. #ThankYou #McKessonHeroes
https://t.co/4TPRTy0zTI https://t.co/PxJ2COqNpT",h5194413359203321385
26156,0,0,McKesson,5/15/20,"It’s #NationalHospitalWeek. Remember that you are not fighting this pandemic alone. McKesson Health Systems is here to support you. Thank you. #ThankYou #McKessonHeroes
https://t.co/08l9o8O9Ln https://t.co/sphPHRvTCJ",h15579170877657591183
26157,0,0,McKesson,5/19/20,"Health Mart pharmacies like Delco Drugs are collecting COVID-19 tests for patients. Check out this independent pharmacy in Staten Island, serving others one curbside swab at a time. https://t.co/PYBJfi9YdV",h11840592720549885769
26158,0,0,McKesson,5/19/20,The importance of technology &amp; data to innovate cancer care is critical in these times. We shared how life sciences companies can support community oncology clinics during the COVID-19 pandemic. Watch the webinar with @www_healthecon to learn more. https://t.co/1fs284UfyX https://t.co/epmAUMFLl3,h15620720434099348821
26159,0,0,McKesson,5/20/20,McKesson reports fiscal 2020 fourth-quarter and full-year results. https://t.co/SFxWHbsyMo,h6161842897760754635
26160,0,0,McKesson,5/21/20,"We are committed to a strong supply chain that best anticipates customer needs. Ammie McAsey, SVP of distribution operations, joined a @pcmanet webinar to share more. https://t.co/i13fP0SDuE https://t.co/bLDjoKG1wH",h2903314525813555880
26161,0,0,McKesson,5/21/20,"As a healthcare distributor, we are proud to deliver lifesaving medications and supplies to the front lines. https://t.co/NJYBbnUCEv",h2844201010286029916
26162,0,0,McKesson,5/21/20,How do we ensure patient access to care in times of crisis? We shared our insights with PharmaVOICE: https://t.co/lXo1yRcb1p https://t.co/dgQicnvJvF,h16516392918880980248
26163,0,0,McKesson,5/22/20,"Our #McKessonHeroes are needed and appreciated. Thank you, from your McKesson family. https://t.co/6cLA9l3CeO",h17491562935076131181
26164,0,0,McKesson,5/26/20,"We’re seeing historic volumes, but the supply chain is strong. Read insights Kirk Kaminsky shared with Chain Drug Review about COVID-19 impacts: https://t.co/kxgBCqyHQf https://t.co/eyvh4cvoz4",h16311107511101867624
26165,0,0,McKesson,5/26/20,"Congratulations to our CEO, Brian Tyler, who was named one of the Healthcare Technology Report’s top 50 healthcare technology CEOs of 2020. https://t.co/6nnLwCe1It",h5938307348488450178
26166,0,0,McKesson,5/27/20,"As COVID-19 continues to impact the economy, it is estimated 35 million Americans will lose health coverage. Now more than ever, our team is assisting patients that can’t afford their medication. @Pharmacy_Times has more: https://t.co/d6S5KwCeHF https://t.co/N6um6dCx62",h4644778658326529274
26167,0,0,McKesson,5/28/20,Our @HealthMart independent pharmacies like @ChancyDrugs are offering #COVID19 test collection in partnership with eTrue North and @HHSGov. https://t.co/oDPFsKETtC,h17833014811219620033
26168,0,0,McKesson,5/29/20,"As #AAPIHM concludes, we thank our Employee Resource Group, PAVE for developing virtual opportunities to connect and introduce diverse cultural customs with our fellow colleagues. Learn more about McKesson’s culture of connection at https://t.co/HOlH0JGPje #LifeatMcKesson https://t.co/8X14IztN1Q",h9440337094811222020
26169,1,0,McKesson,6/1/20,A Message from McKesson CEO Brian Tyler: https://t.co/LVCOuPM7It,h491249535027587462
26170,0,0,McKesson,6/11/20,"You are committed to your patients, and McKesson Health Systems is committed to you. #InItTogether #TeamMcKesson 
https://t.co/xdxEHTdwE2 https://t.co/SqrmbqCYV5",h14757862766347487966
26171,0,0,Merck,5/4/20,Hear how blockchain technology can contribute to supply chains in times of uncertainty like #COVID19.,h12899691475243162381
26172,0,0,Merck,5/4/20,"“Dear J.B.: Suddenly you are facing decisions about your body and your future that no one should have to make.” When J.B. was diagnosed with #melanoma, focusing on the present was her guiding light. Hear her #WithLoveMe story this #MelanomaMonday. https://t.co/nzJrUkWzqq",h17994936197180802943
26173,0,0,Merck,5/5/20,"This #GivingTuesdayNow, let’s come together to pass on the generosity to those impacted by #COVID19. https://t.co/UCq00jwoVP",h6516611846259642091
26174,0,0,Merck,5/5/20,"From United States 📍 Denmark 📍 France  📍 South Africa 📍 Jordan 📍 - ​our volunteers are taking their efforts global, inspiring others to give together even when we’re apart. #GivingTuesdayNow https://t.co/332yBxyAUT",h13337653107486863462
26175,0,0,Merck,5/6/20,"From our neighborhood to yours, we’re sending gratitude to every nurse on the #COVID19 front lines. This #NationalNursesDay tag a nurse you’d like to thank below ⬇️ https://t.co/Dm0fgWlqkF",h1118451718881470450
26176,0,0,Merck,5/6/20,Learn more about our latest news in #infectiousdiseases: https://t.co/g5TlW5cL8x $MRK https://t.co/W5ff4GbPx5,h9062790162509044869
26177,0,0,Merck,5/7/20,"“Nurses today are waging war worldwide against COVID-19, a foe as formidable as any in recorded human history.”  Read more from our own Jan Nissen via @wef on how #COVID19 reminds us of the crucial role nurses play: https://t.co/K9RNhpKHML #ThankYouNurses",h17829608747186876293
26178,0,0,Merck,5/7/20,We're proud to present at the BofA Securities 2020 Health Care Conference on May 12: https://t.co/sxXME7g4un $MRK,h2342020813945573613
26179,0,0,Merck,5/7/20,We’re sharing our latest #oncology data and studies at @ASCO. Be sure to follow the conversation at #ASCO20: https://t.co/QQreeL54xR $MRK https://t.co/lbs3QkLXp7,h8488367069338240699
26180,0,0,Merck,5/8/20,Learn more about our recent update in #ovariancancer: https://t.co/k0hZH3YTon $MRK https://t.co/GFqeMLCvcg,h3302115607129168766
26181,0,0,Merck,5/8/20,"Hear from Emma Mason, an employee volunteer and nurse supporting #COVID19 relief efforts, on how nurses are the bridge connecting patients to their family ⬇️ #NursesWeek https://t.co/kh2Xk5ppys",h2365454544729615277
26182,0,0,Merck,5/8/20,$MRK 2020 Annual Shareholders Meeting to be held virtually. Learn more: https://t.co/renRD1ZjIz,h2724524893418778661
26183,0,0,Merck,5/10/20,"They’ve always been there for us. And now, more than ever, they deserve our appreciation. #MothersDay #TogetherApart https://t.co/jLaTaJXuJo",h15795790474822836174
26184,0,0,Merck,5/11/20,We stand together with @AscendLeader to support a culture #PoweredByInclusion and to help address the impacts of #COVID19 on our communities. Learn more about the action agenda to #AscendTogether: https://t.co/kSNy43bybO https://t.co/tcPlGPuF63,h2512643040122677084
26185,0,0,Merck,5/11/20,"It’s been 16 years since Kim Daly worked as a practicing nurse, now she brings hope + help to patients who need her in a makeshift #COVID19 hospital: https://t.co/3koyfnspiF #thankyounurses https://t.co/tEMZDV2TS2",h16909416299030869637
26186,0,0,Merck,5/12/20,"Our ongoing support and appreciation remain with all the selfless nurses helping patients and communities every day and throughout #COVID19. As #nursesweek comes to a close, we’re saying #thankyou to the many faces helping those that need it most. https://t.co/6SSvydgaZd",h45419664718384387
26187,0,0,Merck,5/13/20,@Bijendr15327561 Hi Bijendra - thanks for contacting us. We have shared your experience with the appropriate contact. Our company will never make a job offer without a formal interview. Please review our applicant notice for more detailed information: htt,h14145801918557311786
26188,0,0,Merck,5/13/20,We’re researching new options for people with #kidneycancer. Learn more about our latest update: https://t.co/7bcp9l78Yl #ASCO20 $MRK,h1281525638111723504
26189,0,0,Merck,5/13/20,We continue to innovate with patients in mind. Learn more about our latest #bloodcancer update in classical Hodgkin lymphoma at #ASCO20: https://t.co/pw0Kkvb4zf $MRK,h13976193128188482940
26190,0,0,Merck,5/13/20,We are driven to research for those impacted by triple-negative #breastcancer. Learn more about our latest update: https://t.co/6obb9ZK30Q #ASCO20 $MRK,h2091102266841657332
26191,0,0,Merck,5/13/20,We’re continuing to invent for the future. Learn more about our latest data in #lungcancer: https://t.co/bodpD3t1Dq #ASCO20 $MRK https://t.co/OLHumnfzz1,h17846394883861839180
26192,0,0,Merck,5/13/20,"While the world was a very different place before #COVID19, we take pride knowing that one thing has stayed the same: our employees’ unwavering commitment to our patients and customers. #AllInItTogether https://t.co/0HH8CoT1vA",h12472119194249420523
26193,0,0,Merck,5/13/20,Click here to read our latest @MerckAH news: https://t.co/aW5ewtBcrs $MRK,h5757092457509278293
26194,0,0,Merck,5/14/20,The Navajo Nation is expected to become one of the top three hot spots in the country for #COVID19. Learn about how we're helping provide critical relief to the Indian Health National Supply Service Center: https://t.co/kMBvBLMcTF https://t.co/JYnmINMQ8F,h15102159990618999516
26195,0,0,Merck,5/14/20,.@mike_nally to present at the UBS Virtual Global Healthcare Conference on May 18. Learn more: https://t.co/azlR1Tl9sS $MRK,h8235054574670615311
26196,0,0,Merck,5/15/20,From our family to the #COVID19 front lines: #ThankYou https://t.co/jYp9F2eZUM,h13711165804173359626
26197,0,0,Merck,5/15/20,Earlier this week our own Dr. Julie Gerberding talked to @CNBC on the “hidden danger” behind #COVID19. Learn more ⬇️ https://t.co/mrayuURP9E,h781369602489769428
26198,0,0,Merck,5/18/20,"Around the world, our objectives remain the same: To protect the safety of our employees and to produce and supply our essential medicines and vaccines for those who need them. See our response to the #COVID19 global pandemic: https://t.co/tyGI5S4tBK https://t.co/7CPMvHqvMG",h15335588390500148325
26199,0,0,Merck,5/19/20,"24 years in the army ➡️ fighting the most unique mission today: #COVID19. Learn more about Col. Maceri, one of our employee volunteers supporting relief efforts: https://t.co/f9OylDUibx https://t.co/Sgpirhsu4t",h12201245100186906076
26200,0,0,Merck,5/19/20,Learn more about our latest news in #infectiousdiseases: https://t.co/LTKmSIfIHN $MRK,h12904240475024105743
26201,0,0,Merck,5/20/20,Hear from Andy Lee on how patients are critical to the work we do in #clinicaltrials and why they are the reason we are #InventingForLife. Thank you to our dedicated patients. #CTD2020 https://t.co/OCYAiJF6qf,h1380589995859168887
26202,0,0,Merck,5/20/20,"The role of clinical trials is vital as the need for new medicines and vaccines continues to take center stage. On this #CTD2020, we want to say thank you to all who participate in clinical trials – you are helping to address the unmet medical needs in this decade and beyond. https://t.co/5gBaAXZYW4",h16293158636885972222
26203,0,0,Merck,5/20/20,Read our latest update in #prostatecancer: https://t.co/84IjJ0HVmF $MRK https://t.co/GW6E11KiPr,h16537747595215651052
26204,0,0,Merck,5/21/20,The @AmerAcadPeds is encouraging parents not to skip #vaccines or checkups for their children. Call your pediatrician to learn more. https://t.co/POHmkRlmwM,h3939882182223327424
26205,0,0,Merck,5/21/20,"“We have made so many meaningful inroads to address cancer, which touches the lives of so many – we've come too far to be stopped by this pandemic.” Read more from Roy Baynes on ensuring no patient is left behind in their #cancer care during #COVID19: https://t.co/KbJ2WUNsOx https://t.co/x8frXXcwSa",h6414612089754036381
26206,0,0,Merck,5/22/20,Our highest priority is supporting the health and well-being of our employees as they work hard to ensure continuity of supply of our medicines and vaccines to support patients globally. https://t.co/5MkXXB2T2K,h9426657050807850471
26207,0,0,Merck,5/22/20,Craig Kennedy and our supply chain teams are doing all they can to make sure patients continue to get the medicines they need. Hear more from Craig on how we’re adapting to help patients and customers during #COVID19 ⬇️ https://t.co/nkB14Dltpc,h264521556223143875
26208,0,0,Merck,5/26/20,"We are fully committed to developing an effective response to the #COVID19 pandemic, and we know success will require global collaboration among countries and companies and more. https://t.co/yRz0Ntq5UT",h18009780210381414238
26209,0,0,Merck,5/26/20,Click here to see our latest news: https://t.co/6OAOFuPdKp $MRK,h17203020222890388194
26210,0,0,Merck,5/26/20,A word from Roger Perlmutter on our three scientific collaboration announcements earlier today to combat #COVID19. https://t.co/DO5mISyMR9,h7027012635960826217
26211,0,0,Merck,5/26/20,"In addition to our vaccine development efforts to help prevent #COVID19, today we announce a collaboration with Ridgeback Biotherapeutics to advance an investigational antiviral treatment against the disease. Read more: https://t.co/AsgHaa2PRU $MRK https://t.co/0luYRibw33",h5719328016485302666
26212,0,0,Merck,5/26/20,"Today, we announce a new collaboration with @IAVI to develop an investigational vaccine against SARS-CoV-2 to be used for the prevention of #COVID19. Learn more: https://t.co/k4zdvW84sm $MRK https://t.co/S6NqhyjyMX",h13452048507798072363
26213,0,0,Merck,5/26/20,"Today, we announce the planned acquisition of Themis - another action we’re taking in the fight against #COVID19. Learn more: https://t.co/6OnuHMJqic $MRK https://t.co/i15SIBpdRG",h2543794409973698712
26214,0,0,Merck,5/26/20,We are exploring multiple avenues to help find effective solutions to the #COVID19 pandemic. Learn more about our upcoming scientific announcements: https://t.co/Du7Fw1Pite $MRK https://t.co/GMImQNQ4se,h18170610126779934782
26215,0,0,Merck,5/27/20,"We remember the life &amp; accomplishments of Larry Kramer, an extraordinary activist who dedicated his life to the fight against #HIV &amp; #AIDS. We offer our gratitude for his tireless efforts, standing up for what he believed in &amp; giving a voice to the many impacted by HIV.",h12620869514932925539
26216,0,0,Merck,5/28/20,"Through collaboration with @EisaiUS, we’re exploring new options for patients living with #kidneycancer and those with #livercancer. Learn more about our data at #ASCO20: https://t.co/GQD2gqO6aZ $MRK",h10043014146746536381
26217,0,0,Merck,5/28/20,We're unwavering in our commitment to the #cancer community to bring new options to patients. Check out our latest #oncology update: https://t.co/CmqWeTOgKe #ASCO20 $MRK,h1188699844882108415
26218,0,0,Merck,5/28/20,"Bringing forward new medicines and vaccines is Merck’s mission – it is what we do, and it is who we are. Read more from our CEO, Ken Frazier on our efforts to combat the #COVID19 pandemic: https://t.co/pF5jnbtMiA https://t.co/EM2dpR1Ddu",h3243972687682136403
26219,0,0,Merck,5/29/20,Thank you @katiecouric and @habibtisarah for helping bring to light the real-life complexities of coping with #cancer during #COVID19. https://t.co/DDUUJLdUN9,h17960486257373451410
26220,0,0,Merck,5/29/20,"Meet Sarah, a 35-year-old NYC resident newly diagnosed with an aggressive form of breast cancer. Watch her profile with @KatieCouric as she shares what it’s like to face #cancer during #COVID19.",h10142391516009653391
26221,0,0,Merck,5/30/20,"Everyone knows someone who has been touched by cancer. That’s why we’re fighting with all we have to deliver more, sooner. #ASCO20",h1832926069754408992
26222,0,0,Merck,6/1/20,See here for a recent #pancreaticcancer update: https://t.co/r0pKF91L8D $MRK https://t.co/Z1XlwE6Ulp,h3589684293325512185
