floyd_stance,floyd_followup,username,date,text,hash
0,0,ADMupdates,2020-05-20,We're proud to partner with Dr. Cortés @GVAsagunt for a clinical trial into the effects of probiotic food supplements to improve health functions for COVID-19 patients in high-risk groups: https://t.co/xfN92veI2r https://t.co/BUWefLWGGG,h4484991347634291932
0,0,ADMupdates,2020-05-27,"Introducing PlantPlus Foods, a new joint venture from @ADMupdates and @marfrig_mrfg3 offering plant-based meat alternatives for customers in North and South America. Learn more: https://t.co/nVBbIgSrxZ https://t.co/Jyl3Q4Bq2c",h2009474627644323016
0,0,ADMupdates,2020-06-05,"We understand the urgency to act now. To promote substantive change, ADM will contribute $200,000 to the @NatUrbanLeague , an organization dedicated to advancing economic empowerment, equality and social justice for African Americans and others in underserved communities. https://t.co/oJWMz69vYh",h17593861644756343935
0,0,ADMupdates,2020-06-05,"We believe in creating a positive impact on the world. That’s why earlier this year, we made aggressive new commitments to reduce greenhouse gas emissions, energy &amp; water intensity and landfill waste. Learn more: https://t.co/y9OMz2pEgW #WorldEnvironmentDay https://t.co/DcCPTYFxOu",h5464247031361403710
0,0,ADMupdates,2020-06-08,"Next week, ADM CFO Ray Young will talk about ADM’s strategy and performance in a fireside chat in the @Stifel 2020 Virtual Cross Sector Insight Conference. Join the webcast live on Wed., June 10 at 9:20 ET at https://t.co/JM6984NJSX https://t.co/0c7NNAfT3f",h2015871471142449284
0,0,ADMupdates,2020-06-09,"We’re proud to play a part, engaging farmers in Brazil’s Cerrado region for sustainable soy production. @WBCSD @Solidaridadnetw https://t.co/dx7fHCnh3Q",h16728494975715120022
0,0,ADMupdates,2020-06-10,"We’re continuing to support #HealthcareHeroes . In the UK, ADM Protexin donated 9,000 samples of our Bio-Kult microbial food supplements to help support medical staff at the NHS by complementing their gut flora, at a time when they need it most. https://t.co/cFYwf0GR1k https://t.co/LbG6R5tQQJ",h3952069849553337608
0,0,AIGinsurance,2020-05-04,"In the face of COVID-19, our colleagues have shown great resilience and remain focused on what we do best, which is helping our clients manage risk, especially in difficult times. Read our results and join tomorrow’s webcast at 8amET.",h13317239224893192718
0,0,AIGinsurance,2020-05-04,"@dani_dseg Hi Dani, We apologize for the wait time since we are experiencing an extremely high volume of inquiries. You can check the status of your claim online at: https://t.co/D6BTtJA5Iq. If you need additional assistance, please call 1-800-826-1300. Thank you.",h10582444873507833613
0,0,AIGinsurance,2020-05-04,"@jwmw729 Hi, Please call 1-800-826-1300 for additional assistance. Please check out our FAQs regarding COVID-19: https://t.co/FkosO0BKXl and use our self-service options: https://t.co/GOyyA8wOTa.  Thank you.",h17059434932478329265
0,0,AIGinsurance,2020-05-04,"@PamelaGordon2 Hello Pamela, we are sorry for the inconvenience. Kindly send an email to SMT@aig.com about your policy, name and contact number. We will forward to the appropriate team. For privacy reasons, please do NOT post a response with your personal information.",h15061089068074196037
0,0,AIGinsurance,2020-05-04,"@MrBRZ_Lomeli Hi, we are very sorry to hear of your frustration. Kindly send an email to SMT@aig.com about your policy, name and contact number. We will have someone look into your claim as soon as possible. For privacy reasons, please do NOT post a response with your personal information.",h6835414289486307849
0,0,AIGinsurance,2020-05-05,"@kalinpearce Hi, Kalin. We are sorry to hear you feel this way. We aren’t able to know the details of your situation over social media, but please email your policy number and contact information to socialmedia@travelguard.com so that we can look into it. Thank you.",h16360572534415546389
0,0,AIGinsurance,2020-05-05,"@limshadey Hello Mark, thank you for contacting us. Kindly send an email to SMT@aig.com with your policy, name and contact number. We will forward to the appropriate team. For privacy reasons, please do NOT post a response with your personal information.",h3333015745635548560
0,0,AIGinsurance,2020-05-05,Learn more about AIG’s first quarter results on today’s webcast at 8am ET. Tune in here: https://t.co/VTmGN5xiKb,h15524214394126500973
0,0,AIGinsurance,2020-05-06,We’re proud of the work our colleagues around the world do to foster #inclusion in the workplace and honored to have earned a spot on @DiversityInc's 2020 Top 50 Companies for Diversity list for the 3rd year in a row. 🏆 🙌 #LifeatAIG #DITop50 https://t.co/tpzkO5ljoI,h14208422261448396090
0,0,AIGinsurance,2020-05-06,"@BMacintosh79 Hi Boris, We are sorry to hear of your frustration. If you have additional questions or concerns, please call 1-800-826-1300. Thank you",h18931744846733141
0,0,AIGinsurance,2020-05-06,"Our thoughts remain with those affected by #COVID19, and we are committed to helping our global communities prepare for the challenges that lie ahead. https://t.co/PLFxgLbBLK",h6752612259481531218
0,0,AIGinsurance,2020-05-06,"@LindsayMurphy11 Hi Linzi, we are sorry for the inconvenience. Kindly send an email to SMT@aig.com with your policy, name and phone number. We will have someone reach out to you as soon as possible. For privacy reasons, please do NOT post a response with your personal information.",h4870353437371448369
0,0,AIGinsurance,2020-05-07,"@SheMeHerShan Hi, We apologize for the wait time. The claim review time can vary due to the complexity of a claim or receipt of all required documentation. If you need additional assistance please call 1-800-826-1300. Thank you.",h13832910228724150622
0,0,AIGinsurance,2020-05-07,"@SheMeHerShan Hi, We apologize for the wait time since we are experiencing an extremely high volume of inquiries. You can check the status of your claim online at: https://t.co/mAm6G1CUPb. If you need additional assistance, please call 1-800-826-1300. Thank you.",h18097693219118192074
0,0,AIGinsurance,2020-05-07,"@TheSquirrelyG Hi David, We are sorry to hear of your frustration. Please contact your claims adjuster or call us at 1-800-826-1300 so we can talk through it. Thank you",h7292504153590198046
0,0,AIGinsurance,2020-05-07,"@ScarH5200 Hello, please email us at GCCU@aig.com so we can assist you with your claim.",h8902586877065062666
0,0,AIGinsurance,2020-05-08,"@soundtwitts Hi, We apologize for the inconvenience. Please check our claims FAQ https://t.co/Lh0FTsimLK and you can file for a claim at https://t.co/48pYm5q4cV. Otherwise, email socialmedia@travelguard.com your policy no., full name, and phone so we can further assist. Thank you.",h3136188234657724904
0,0,AIGinsurance,2020-05-08,"@_Giftayy Hi, We are sorry to hear of your feelings on this. If you have additional questions or concerns, please call us at 1-800-826-1300 so we can talk through it. Thank you",h5612201870806606300
0,0,AIGinsurance,2020-05-08,"Mother's Day may be different this year, but that just gives us more reason to celebrate all the #supermoms out there. 🙌 🌟 🌷 #HappyMothersDay #LifeatAIG https://t.co/w60s5EyJ5f",h11927275874714541740
0,0,AIGinsurance,2020-05-08,"@MrRizman Terima kasih atas komen anda. Untuk maklumat lanjut, sila emel GCCU@aig.com",h3143727073747891151
0,0,AIGinsurance,2020-05-11,"@Robotastic Hi, We are sorry to hear of your frustration. Please check out our FAQs regarding COVID-19: https://t.co/LMCmYr8MqU. If you have additional questions or concerns, please call 1-800-826-1300. Thank you",h15810421441887529049
0,0,AIGinsurance,2020-05-11,"@Justin_M_Ward Hi Justin, We apologize for the inconvenience. Please call 1-800-826-1300 or email socialmedia@travelguard.com your policy/claim number, email and phone number so we can assist. Thank you.",h17910534845042133267
0,0,AIGinsurance,2020-05-11,"@BobbyJohnson Hi Bobby, We are sorry to hear of your frustration. Please check out our FAQs regarding COVID-19: https://t.co/JyA5W3aaH3. If you have additional questions or concerns, please call 1-800-826-1300. Thank you",h2331437286616867680
0,0,AIGinsurance,2020-05-11,"@soundtwitts Hi, We are sorry to hear of your frustration. Please call 1-800-826-1300 or +1-715-295-1221 for assistance. Otherwise, email socialmedia@travelguard.com your policy no., full name, and phone so we can look into it. Thank you.",h10535058981009861502
0,0,AIGinsurance,2020-05-11,"@gzones1974 We are happy to hear that, Jorge! We are glad that we could be of assistance to you.",h12713783843023131966
0,0,AIGinsurance,2020-05-12,"@lt4kicks Hi, We apologize for the wait time since we're experiencing a high volume of inquiries. You can check the status of your claim online at: https://t.co/JDWvGyDdP6 or call 1-800-826-1300 if you need additional assistance. Thank you",h6942106529701876460
0,0,AIGinsurance,2020-05-12,Times of crisis bring out scammers and fraudsters. AIG’s elder financial abuse expert Michele Kryger wants senior citizens to be alert to these top financial scams. https://t.co/deyf4qbyTW,h6988907971918898819
0,0,AIGinsurance,2020-05-12,"@yoddeles Hello Yodd, we are sorry for the inconvenience. Kindly send an email to SMT@aig.com with your policy, claim number, name and phone number. We will have someone assist you as soon as possible. For privacy reasons, please do NOT post a response with your personal information.",h9840030496037290066
0,0,AIGinsurance,2020-05-12,"@jonnsanta Hi John, We are a military friendly company and apologize for the wait time. Please have your son, the insured customer, email their full name, claim number, email and phone number to socialmedia@travelguard.com so we can look into it. Thank you.",h9158354352962346655
0,0,AIGinsurance,2020-05-12,"@mdepta Hi Maggie, we’re sorry to hear of your frustration. Kindly send us an email at SMT@aig.com with your policy, claim number, name and phone number. For privacy reasons, please do NOT post a response with your personal information.",h14504840074750580531
0,0,AIGinsurance,2020-05-13,"@Lissarette Hello Lissarette, we are sorry for the inconvenience. Kindly send an email to SMT@aig.com with your claim number, name and phone number. We will have someone assist you as soon as possible. For privacy reasons, please do NOT post a response with your personal information.",h8695338491414678327
0,0,AIGinsurance,2020-05-13,"@bulletsandsteel Hi Patrick, Please check out our FAQs regarding COVID-19: https://t.co/cRJLKeVPLS. If you have additional questions or concerns, please call 1-800-826-1300. Thank you",h17882681229918526500
0,0,AIGinsurance,2020-05-13,"@poojac1806 Hi Pooja, We are sorry to hear of your feelings on this. Please check out our FAQs regarding COVID-19: https://t.co/SveKVt0g0g. If you have additional questions or concerns, please call 1-800-826-1300. Thank you",h15155912360893492752
0,0,AIGinsurance,2020-05-13,"@AntNikkii Hi, We are sorry to hear of your frustration. If you have additional questions or concerns, please call us at 1-800-826-1300 so we can talk through it. Thank you",h11794112529351153005
0,0,AIGinsurance,2020-05-13,"@LenlynneBenson Hi Lynne, We apologize for the wait time since we are experiencing an extremely high volume of inquiries. You can check the status of your claim online at: https://t.co/GXoXY150VM. If you need additional assistance, please call 1-800-826-1300. Thank you.",h13737741189850297098
0,0,AIGinsurance,2020-05-13,"@Korispeaks Hi Kori, We are sorry to hear of your frustration. If you have additional questions or concerns, please call 1-800-826-1300. Thank you",h18359955847837464549
0,0,AIGinsurance,2020-05-13,"@UltimateBeing01 Hi Christopher, We are sorry to hear of your feelings on this. If you have additional questions or concerns, please call 1-800-826-1300. Thank you",h8895391392936384668
0,0,AIGinsurance,2020-05-13,"@CMcgreivy Hello Conor, please email us at GCCU@aig.com if you have any questions regarding your quote.",h14874574667180153727
0,0,AIGinsurance,2020-05-13,"@SpeechChief Hello James, we are sorry to hear of your frustration. Kindly send an email to SMT@aig.com about your policy, name and contact number. We will have someone look into your claim as soon as possible. For privacy reasons, please do NOT post a response with your personal information.",h16524893762355673168
0,0,AIGinsurance,2020-05-13,"@organicscausa Hi, We apologize for the wait time. Please call 1-800-826-1300 or email your phone and email address to socialmedia@travelguard.com and we would be happy to pass your inquiry along to the claims department to further assist. Thank you.",h8447286092317742880
0,0,AIGinsurance,2020-05-14,"@noorulainy_ Hi Noor, We are sorry to hear of your frustration. Please call 1-800-826-1300 for further assistance. Thank you",h17385521789309355393
0,0,AIGinsurance,2020-05-14,"@JenniferChasse Hi Jennifer, We are sorry to hear of your frustration. If you have additional questions or concerns, please call 1-800-826-1300. Thank you",h6452550426235397655
0,0,AIGinsurance,2020-05-14,"@onceuponasquat Hi, We apologize for the inconvenience. Please check the status of your claim online at: https://t.co/YCfpwgjDdA. If you need additional assistance, please contact us at 1-800-826-1300 or socialmedia@travelguard.com. Thank you.",h7499399693164334040
0,0,AIGinsurance,2020-05-14,"@NPapukchiev Hello Nikolay, we are sorry for the inconvenience. Kindly send an email to SMT@aig.com with your policy, concern, name and phone number. We will have someone assist you as soon as possible. For privacy reasons, please do NOT post a response with your personal information.",h1641023761657761140
0,0,AIGinsurance,2020-05-14,Congratulations to AIG’s Anna Rozin for winning Business Insurance’s 2020 Break Out Award and being recognized as an outstanding performer in risk management and the property/casualty insurance field. 🙌 🏆,h11195528387577335940
0,0,AIGinsurance,2020-05-14,"@PiTaBit Hi, We are sorry to hear of your feelings on this. If you have additional questions or concerns, please call 1-800-826-1300. Thank you",h8062575221261693533
0,0,AIGinsurance,2020-05-14,"@soundtwitts Hi, Please visit the AIG Ireland Claims information site at https://t.co/AB0rjt3d31 or call 01 6619133 for assistance with your claim. Thank you",h2579062800068459689
0,0,AIGinsurance,2020-05-14,"@EmenAndres Hi Andres, We are sorry to hear of your frustration. If you have additional questions or concerns, please call 1-800-826-1300. Thank you",h10782860883231732469
0,0,AIGinsurance,2020-05-14,"@ShannonDRinella Hi Shannon, Please check out our claims FAQ https://t.co/m8L7WOxeV4 and you can view the status of your claim online at: https://t.co/Cb3FD1IwOc. If you need additional assistance, please call 1-800-826-1300. Thank you.",h3191687334309188360
0,0,AIGinsurance,2020-05-15,"@21stParallel Hi, We are sorry to hear of your frustration. If you have any additional questions or concerns, please call us at 1-800-826-1300 so we can talk through it. Thank you",h10643102776672917027
0,0,AIGinsurance,2020-05-15,"@DemitriTarabini Hi Demitri, To submit a request for a travel insurance premium refund or voucher please visit: https://t.co/ZhYiIMLMDH. If you need additional assistance, please call 1-800-826-1300. Thank you.",h12221926707366159955
0,0,AIGinsurance,2020-05-15,"@roykrauthamer Hello Roy, we are sorry for the inconvenience. Kindly send an email to SMT@aig.com with your name, policy, claim, and phone number. We will have someone assist you as soon as possible. For privacy reasons, please do NOT post a response with your personal information.",h14005108933906994425
0,0,AIGinsurance,2020-05-15,"@SHarbour Hi Sue, We are sorry to hear of your feelings on this. To submit a request for a travel insurance premium refund or voucher please visit: https://t.co/Zus8pL090a. If you need additional assistance, please call 1-800-826-1300. Thank you.",h4865943639672861392
0,0,AIGinsurance,2020-05-15,"@DrShantella Hi Dr. Sherman, We are sorry to hear of your frustration. If you have additional questions or concerns, please call 1-800-826-1300. Thank you",h12003357927799980358
0,0,AIGinsurance,2020-05-15,"@JDVisMe Hi Jill, Documentation is requested if necessary to make coverage decisions under the terms and conditions of the policy. If you have any additional questions or concerns, please contact your claims agent or contact us at 1-800-826-1300 or socialmedia@travelguard.com. Thank you",h2302352838105596945
0,0,AIGinsurance,2020-05-18,"@TheMouseArtist Hi, We apologize for the wait time since we are experiencing an extremely high volume of inquiries. You can check the status of your claim online at: https://t.co/z11bakE0BH. If you need additional assistance, please call 1-800-826-1300. Thank you.",h14697728968739538562
0,0,AIGinsurance,2020-05-18,"@leah_freem Hi, We apologize for the wait time since we are experiencing an extremely high volume of inquiries. You can check the status of your claim online at: https://t.co/aRqx7IZCNQ. If you need additional assistance, please call 1-800-826-1300. Thank you.",h6986516253957454449
0,0,AIGinsurance,2020-05-18,"@clydekati Hi Clyde, Please visit our website to modify your travel insurance policy: https://t.co/NFwAatQxMi. If you need additional assistance, please contact us at 1-800-826-1300 or socialmedia@travelguard.com. Thank you.",h15360938360109158512
0,0,AIGinsurance,2020-05-18,"@ConLaw60654 Hi, We are sorry to hear of your feelings on this. If you have additional questions or concerns, please call 1-800-826-1300. Thank you",h8166019919991265241
0,0,AIGinsurance,2020-05-18,"@antoinetttteeee Hi, We are sorry to hear of your feelings on this. Please check out our FAQs regarding COVID-19: https://t.co/KheeGnlp65 and if you have additional questions or concerns, please call 1-800-826-1300. Thank you",h6847617120829440473
0,0,AIGinsurance,2020-05-18,"@RaeAnnEmerySAG Hi RaeAnn, We apologize for the wait time since we are experiencing an extremely high volume of inquiries. You can check the status of your claim online at: https://t.co/IvM8a1dB8l. If you need additional assistance, please call 1-800-826-1300. Thank you.",h11510551355816740267
0,0,AIGinsurance,2020-05-18,"@cruzmartin Hi Martin, We apologize for the wait time since we are experiencing an extremely high volume of inquiries. You can check the status of your claim online at: https://t.co/Erv9DzANpO. If you need additional assistance, please call 1-800-826-1300. Thank you.",h5234744771839306342
0,0,AIGinsurance,2020-05-18,AIG Life Insurance CEO Adam Winslow answers common questions about how #lifeinsurance and financial professionals can help their clients protect themselves and loved ones in this time of uncertainty.,h1175443591182733054
0,0,AIGinsurance,2020-05-18,"@TinkerpussBCcat Hello, please email us at GCCU@aig.com so we can assist you.",h11905212400983115488
0,0,AIGinsurance,2020-05-18,"@jayquellz Hello, please email us at GCCU@aig.com so we can assist you with your claim.",h13303463877515929541
0,0,AIGinsurance,2020-05-18,"@EmenAndres Hi Andres, Please call 1-800-826-1300 or email socialmedia@travelguard.com your concerns. For privacy reasons, we recommend you delete your claim number and please do NOT post a response with your personal information. Thank you",h12990759484661846308
0,0,AIGinsurance,2020-05-18,"@StandUpRecords Hi, We are sorry to hear of your frustration. If you have additional questions or concerns, please call 1-800-826-1300. Thank you",h1191505408183357502
0,0,AIGinsurance,2020-05-18,"@srilankanmafia Hi Michelle, We apologize for the wait time since we are experiencing an extremely high volume of inquiries. You can check the status of your claim online at: https://t.co/u91qB2F84z. If you need additional assistance, please call 1-800-826-1300. Thank you.",h3591061244389656291
0,0,AIGinsurance,2020-05-18,"@zakfener1907 Hi, We apologize for the wait time since we are experiencing an extremely high volume of inquiries. You can check the status of your claim online at: https://t.co/sGR0cAmbYi. If you need additional assistance, please call 1-800-826-1300. Thank you.",h7917307553181018788
0,0,AIGinsurance,2020-05-18,"@saur008 Hello, please email us at GCCU@aig.com so we can assist you with your claim.",h3593419048412865910
0,0,AIGinsurance,2020-05-18,"@Increbelle1 Hello, we are sorry to hear of your frustration. Kindly send an email to SMT@aig.com with your name, policy, claim, and phone number. We will have someone assist you as soon as possible. For privacy reasons, please do NOT post a response with your personal information.",h15165994559505756613
0,0,AIGinsurance,2020-05-18,"@0619tdawg Hello Tony, we are sorry to hear of your frustration. Kindly send an email to SMT@aig.com about your policy, name and contact number. We will have someone look into your claim as soon as possible. For privacy reasons, please do NOT post a response with your personal information.",h9937202697580475938
0,0,AIGinsurance,2020-05-18,"@ReisaMiller Hello Reisa, we are sorry for the inconvenience. Kindly send an email to SMT@aig.com about your policy, name and contact number. We will have someone look into your claim as soon as possible. For privacy reasons, please do NOT post a response with your personal information.",h7631265062931421239
0,0,AIGinsurance,2020-05-19,"@kodaksnaccc We apologize for the wait time. You can check the status of your claim online: https://t.co/ytzzpqlA7O. We know the process can be tedious, but our due diligence is necessary while evaluating each claim.  If you need additional assistance, please call 1-800-826-1300. Thank you.",h16427816238483067430
0,0,AIGinsurance,2020-05-19,"@murmac99 Hi, Murray. We apologize for the wait time. You can check the status of your claim online: https://t.co/SgXrRsc2O1. We know the process can be tedious, but our due diligence is necessary while evaluating each claim.  If you need additional assistance, please call 1-800-826-1300.",h3752291145017905000
0,0,AIGinsurance,2020-05-19,"@leah_freem Hi, Leah. We apologize for the wait time. We know the process can be tedious, but our due diligence is necessary while evaluating each claim. You can check the status of your claim at: https://t.co/6STBF7nHc2. For additional assistance, please call 1-800-826-1300. Thank you.",h7193172645147467961
0,0,AIGinsurance,2020-05-19,"@luvpink4476 Hello Ash, we are sorry to hear of your frustration. Kindly send an email to SMT@aig.com about your policy, name and contact number. We will have someone look into your claim as soon as possible. For privacy reasons, please do NOT post a response with your personal information.",h10147408832294939756
0,0,AIGinsurance,2020-05-20,"@dcarrsjstech Hi Denise, We are sorry to hear of your frustration. Documentation is requested if necessary to make coverage decisions under the terms and conditions of the policy. Please contact your claims agent or contact us at 1-800-826-1300 or socialmedia@travelguard.com. Thank you",h17011213329200745039
0,0,AIGinsurance,2020-05-20,"@HowardMGould Hi Howard, We are very sorry to learn of your loss. Please contact us at 1-800-826-1300 or email your claim number, email and phone number to socialmedia@travelguard.com and we would be happy to pass your inquiry along to the claims department to assist. Thank you",h11529620518992987923
0,0,AIGinsurance,2020-05-20,"@noorulainy_ Hi Noor, We apologize for the inconvenience. Please email your claim number, email address and phone to socialmedia@travelguard.com and we would be happy to pass your inquiry along to the claims department to assist. Thank you",h3042822100330132337
0,0,AIGinsurance,2020-05-20,"@dcarrsjstech Hi Denise, We apologize for the wait time since we are experiencing an extremely high volume of inquiries. You can check the status of your claim online at: https://t.co/sqmiwkvHK5. If you need additional assistance, please contact us at 1-800-826-1300. Thank you.",h15686713747584491334
0,0,AIGinsurance,2020-05-20,"@Pearsonrrj Hi Jonathan, We apologize for the wait time since we are experiencing an extremely high volume of inquiries. You can check the status of your claim online at: https://t.co/oIXdJ8Yu9N. If you need additional assistance, please contact us at 1-800-826-1300. Thank you.",h8421528357581402175
0,0,AIGinsurance,2020-05-20,"@BornToProsper1 Hi, We are sorry to hear of your frustration. If you need additional assistance, please contact us at 1-800-826-1300. Thank you.",h5306806148186333941
0,0,AIGinsurance,2020-05-20,"@PlasFarmAnimals Hi, We apologize for the wait time. You can check the status of your claim online at: https://t.co/DMKRgYFksr. If you need additional assistance, please call 1-800-826-1300. Thank you.",h2573009707073120474
0,0,AIGinsurance,2020-05-20,"@Elizabe05178756 Hi Elizabeth, We apologize for the wait time since we are experiencing an extremely high volume of inquiries. You can check the status of your claim online at: https://t.co/7QkwsydFOf. If you need additional assistance, please call 1-800-826-1300. Thank you.",h1645295909702992434
0,0,AIGinsurance,2020-05-20,"@kodaksnaccc Hi, Sorry to hear you're experiencing technical difficulties. The number for technical support with the claim site is: 1-800-356-7013. Otherwise, please email your policy no., full name, phone to socialmedia@travelguard.com so we can provide it to the claims department to help.",h15803611904944363061
0,0,AIGinsurance,2020-05-20,"@SatisfiedJames Hello, please email us at GCCU@aig.com so we can assist you as soon as possible.",h9800006461129523514
0,0,AIGinsurance,2020-05-21,"@PalmTreesnGz Hi, We apologize for the wait time since we are experiencing an extremely high volume of inquiries. You can check the status of your claim online at: https://t.co/hmHc8K9fxe. If you need additional assistance, please contact us at 1-800-826-1300. Thank you.",h10869808408310962103
0,0,AIGinsurance,2020-05-21,"@SuravS27 Hi Surav, We apologize for the wait time since we are experiencing an extremely high volume of inquiries. You can check the status of your claim online at: https://t.co/xfqCz3aOrh. If you need additional assistance, please contact us at 1-800-826-1300. Thank you.",h8134919509569270903
0,0,AIGinsurance,2020-05-21,"@SaliCakes Hi Sali, We are sorry to hear of your frustration. If you need additional assistance, please contact us at 1-800-826-1300. Thank you.",h17853356909597922434
0,0,AIGinsurance,2020-05-21,"@NickDumais1 Hi Nick, We are sorry to hear of your feelings on this. If you have additional questions or concerns, please call 1-800-826-1300. Thank you",h18285103432544336312
0,0,AIGinsurance,2020-05-21,"@zakfener1907 Hi, We apologize for the wait time since we are experiencing an extremely high volume of inquiries. You can check the status of your claim online at: https://t.co/1X1BYxnpX6. If you need additional assistance, please contact us at 1-800-826-1300. Thank you.",h10384096691856812122
0,0,AIGinsurance,2020-05-21,"@dcarrsjstech Hi Denise, We are sorry to hear of your frustration. Please contact your claims agent to discuss your claim or call 1-800-826-1300. Thank you",h7750543022767653973
0,0,AIGinsurance,2020-05-21,"@kodaksnaccc Hi, The review time for each claim varies, because our claims team does their due diligence to appropriately process each customer's claims case. If you have additional questions please contact us at 1-800-826-1300. Thank you",h4454933463731280187
0,0,AIGinsurance,2020-05-21,"@zoe_cap Hi Zoe, We are sorry to hear of your feelings on this. Please check out our FAQs regarding COVID-19: https://t.co/ZSW5d0lqQa. If you have additional questions or concerns, please call 1-800-826-1300. Thank you",h5827758500007941404
0,0,AIGinsurance,2020-05-21,"@encthenet Hello John-Mark, we are sorry for the inconvenience. Kindly send an email to SMT@aig.com about your policy, name and contact number. We will have someone look into your account as soon as possible. For privacy reasons, please do NOT post a response with your personal information",h3861739491204104043
0,0,AIGinsurance,2020-05-22,"@0619tdawg Hello Tony, we have forwarded your concern to the appropriate team and someone will contact you as soon as possible.",h17788749221264647808
0,0,AIGinsurance,2020-05-22,@scruffydub Please email us at GCCU@aig.com so we can assist you.,h9064011520162481963
0,0,AIGinsurance,2020-05-22,"@lodge01uk Hi Laura, Please contact us at 1-800-826-1300 or +1-715-345-0505 for further assistance. Also, please check out our FAQ https://t.co/kvOZFhP8A9 and self-service options: https://t.co/JAwFiCJQlZ. Thank you",h7182371739115057871
0,0,AIGinsurance,2020-05-22,"@notjovalliant Hi Jo Jo, We are glad that we could be of assistance to you and thanks for your patience!",h5232427989592525348
0,0,AIGinsurance,2020-05-22,"@LaurelDelaney Hi Laurel, Please call 1-800-826-1300 or email socialmedia@travelguard.com your concerns. For privacy reasons, we recommend you delete your claim number and please do NOT post a response with your personal information. Thank you",h16442230864117055053
0,0,AIGinsurance,2020-05-22,"@tln12 Hi, We are sorry to hear of your feelings on this. If you have additional questions or concerns, please call 1-800-826-1300. Thank you",h3082838327704210776
0,0,AIGinsurance,2020-05-22,"@0619tdawg Hi, We apologize for the wait time since we are experiencing an extremely high volume of inquiries. You can check the status of your claim online at: https://t.co/MVfLlcCc7L. If you need additional assistance, please contact us at 1-800-826-1300. Thank you.",h2778996498512998248
0,0,AIGinsurance,2020-05-22,"@SuravS27 Hi Surav, Sorry to hear you're experiencing technical difficulties. The number for technical support with the claim site is: 1-800-356-7013. Otherwise, you may email your claim number, full name, email, phone to socialmedia@travelguard.com so we can have the claims team assist.",h13791056290997966279
0,0,AIGinsurance,2020-05-22,"@zoe_cap Hi Zoe, We are sorry that our coverage decision was not more favorable towards you. If you have additional questions about your claim, please give us a call at 1-800-826-1300. Thank you",h11977093956985050399
0,0,AIGinsurance,2020-05-22,"@loquillokalvo Hi Loquillo, We apologize for the wait time since we are experiencing an extremely high volume of inquiries. You can check the status of your claim online at: https://t.co/fcAMV2NW6r. If you need additional assistance, please contact us at 1-800-826-1300. Thank you.",h2809785686346375447
